"","Entity.x","Code","Year","Annual.precipitation","X","Entity.y"
"1091","Belize","BLZ",2022,1748.6982,20,"Belize"
"1092","Belize","BLZ",2023,1462.3147,20,"Belize"
"1093","Benin","BEN",1940,859.8124,12,"Benin"
"1094","Benin","BEN",1941,883.9222,12,"Benin"
"1095","Benin","BEN",1942,860.768,12,"Benin"
"1096","Benin","BEN",1943,970.8671,12,"Benin"
"1097","Benin","BEN",1944,1198.1492,12,"Benin"
"1098","Benin","BEN",1945,958.5841,12,"Benin"
"1099","Benin","BEN",1946,803.53265,12,"Benin"
"1100","Benin","BEN",1947,1248.561,12,"Benin"
"1101","Benin","BEN",1948,1043.8901,12,"Benin"
"1102","Benin","BEN",1949,871.625,12,"Benin"
"1103","Benin","BEN",1950,1120.3506,12,"Benin"
"1104","Benin","BEN",1951,1383.3705,12,"Benin"
"1105","Benin","BEN",1952,1007.81824,12,"Benin"
"1106","Benin","BEN",1953,937.10785,12,"Benin"
"1107","Benin","BEN",1954,973.252,12,"Benin"
"1108","Benin","BEN",1955,1196.7773,12,"Benin"
"1109","Benin","BEN",1956,1045.9742,12,"Benin"
"1110","Benin","BEN",1957,1420.7937,12,"Benin"
"1111","Benin","BEN",1958,877.153,12,"Benin"
"1112","Benin","BEN",1959,1031.2772,12,"Benin"
"1113","Benin","BEN",1960,1098.5333,12,"Benin"
"1114","Benin","BEN",1961,791.07245,12,"Benin"
"1115","Benin","BEN",1962,1136.5393,12,"Benin"
"1116","Benin","BEN",1963,1067.7383,12,"Benin"
"1117","Benin","BEN",1964,843.4803,12,"Benin"
"1118","Benin","BEN",1965,1047.972,12,"Benin"
"1119","Benin","BEN",1966,1028.8748,12,"Benin"
"1120","Benin","BEN",1967,1209.2681,12,"Benin"
"1121","Benin","BEN",1968,1375.9385,12,"Benin"
"1122","Benin","BEN",1969,1229.1901,12,"Benin"
"1123","Benin","BEN",1970,1108.5228,12,"Benin"
"1124","Benin","BEN",1971,1165.0107,12,"Benin"
"1125","Benin","BEN",1972,1131.4276,12,"Benin"
"1126","Benin","BEN",1973,1082.0454,12,"Benin"
"1127","Benin","BEN",1974,1033.2662,12,"Benin"
"1128","Benin","BEN",1975,1069.0143,12,"Benin"
"1129","Benin","BEN",1976,1210.316,12,"Benin"
"1130","Benin","BEN",1977,922.4576,12,"Benin"
"1131","Benin","BEN",1978,1247.8885,12,"Benin"
"1132","Benin","BEN",1979,1187.7031,12,"Benin"
"1133","Benin","BEN",1980,1265.7308,12,"Benin"
"1134","Benin","BEN",1981,1086.2334,12,"Benin"
"1135","Benin","BEN",1982,1104.9224,12,"Benin"
"1136","Benin","BEN",1983,863.32874,12,"Benin"
"1137","Benin","BEN",1984,1047.6333,12,"Benin"
"1138","Benin","BEN",1985,1130.4165,12,"Benin"
"1139","Benin","BEN",1986,1121.9836,12,"Benin"
"1140","Benin","BEN",1987,1043.0648,12,"Benin"
"1141","Benin","BEN",1988,1284.8834,12,"Benin"
"1142","Benin","BEN",1989,1149.6154,12,"Benin"
"1143","Benin","BEN",1990,1061.1222,12,"Benin"
"1144","Benin","BEN",1991,1317.247,12,"Benin"
"1145","Benin","BEN",1992,1107.457,12,"Benin"
"1146","Benin","BEN",1993,1121.7175,12,"Benin"
"1147","Benin","BEN",1994,1306.9902,12,"Benin"
"1148","Benin","BEN",1995,1118.377,12,"Benin"
"1149","Benin","BEN",1996,1057.8688,12,"Benin"
"1150","Benin","BEN",1997,1083.8098,12,"Benin"
"1151","Benin","BEN",1998,1087.7238,12,"Benin"
"1152","Benin","BEN",1999,1303.2114,12,"Benin"
"1153","Benin","BEN",2000,1024.089,12,"Benin"
"1154","Benin","BEN",2001,954.7444,12,"Benin"
"1155","Benin","BEN",2002,1193.5903,12,"Benin"
"1156","Benin","BEN",2003,1087.3187,12,"Benin"
"1157","Benin","BEN",2004,929.9029,12,"Benin"
"1158","Benin","BEN",2005,944.8891,12,"Benin"
"1159","Benin","BEN",2006,1035.5492,12,"Benin"
"1160","Benin","BEN",2007,931.9463,12,"Benin"
"1161","Benin","BEN",2008,1015.525,12,"Benin"
"1162","Benin","BEN",2009,1026.6648,12,"Benin"
"1163","Benin","BEN",2010,1088.9342,12,"Benin"
"1164","Benin","BEN",2011,842.5703,12,"Benin"
"1165","Benin","BEN",2012,1275.6763,12,"Benin"
"1166","Benin","BEN",2013,946.9481,12,"Benin"
"1167","Benin","BEN",2014,1125.8549,12,"Benin"
"1168","Benin","BEN",2015,1015.26764,12,"Benin"
"1169","Benin","BEN",2016,1156.8075,12,"Benin"
"1170","Benin","BEN",2017,989.51276,12,"Benin"
"1171","Benin","BEN",2018,1142.5646,12,"Benin"
"1172","Benin","BEN",2019,1217.6688,12,"Benin"
"1173","Benin","BEN",2020,968.50397,12,"Benin"
"1174","Benin","BEN",2021,848.2647,12,"Benin"
"1175","Benin","BEN",2022,1006.24817,12,"Benin"
"1176","Benin","BEN",2023,988.7001,12,"Benin"
"1177","Bolivia","BOL",1940,1708.9177,21,"Bolivia"
"1178","Bolivia","BOL",1941,1522.3116,21,"Bolivia"
"1179","Bolivia","BOL",1942,1335.3854,21,"Bolivia"
"1180","Bolivia","BOL",1943,1352.8502,21,"Bolivia"
"1181","Bolivia","BOL",1944,1528.0156,21,"Bolivia"
"1182","Bolivia","BOL",1945,1645.0626,21,"Bolivia"
"1183","Bolivia","BOL",1946,1604.9929,21,"Bolivia"
"1184","Bolivia","BOL",1947,1910.6155,21,"Bolivia"
"1185","Bolivia","BOL",1948,1032.0797,21,"Bolivia"
"1186","Bolivia","BOL",1949,1430.9822,21,"Bolivia"
"1187","Bolivia","BOL",1950,1918.0142,21,"Bolivia"
"1188","Bolivia","BOL",1951,1594.7847,21,"Bolivia"
"1189","Bolivia","BOL",1952,1735.1482,21,"Bolivia"
"1190","Bolivia","BOL",1953,1739.1978,21,"Bolivia"
"1191","Bolivia","BOL",1954,1616.5709,21,"Bolivia"
"1192","Bolivia","BOL",1955,1622.6243,21,"Bolivia"
"1193","Bolivia","BOL",1956,1724.321,21,"Bolivia"
"1194","Bolivia","BOL",1957,1575.62,21,"Bolivia"
"1195","Bolivia","BOL",1958,1672.041,21,"Bolivia"
"1196","Bolivia","BOL",1959,1545.0563,21,"Bolivia"
"1197","Bolivia","BOL",1960,1579.1514,21,"Bolivia"
"1198","Bolivia","BOL",1961,1158.8062,21,"Bolivia"
"1199","Bolivia","BOL",1962,1356.2666,21,"Bolivia"
"1200","Bolivia","BOL",1963,1266.2698,21,"Bolivia"
"1201","Bolivia","BOL",1964,1386.977,21,"Bolivia"
"1202","Bolivia","BOL",1965,1497.729,21,"Bolivia"
"1203","Bolivia","BOL",1966,1257.0774,21,"Bolivia"
"1204","Bolivia","BOL",1967,1538.7318,21,"Bolivia"
"1205","Bolivia","BOL",1968,1485.4001,21,"Bolivia"
"1206","Bolivia","BOL",1969,1362.4886,21,"Bolivia"
"1207","Bolivia","BOL",1970,1494.5157,21,"Bolivia"
"1208","Bolivia","BOL",1971,1427.2002,21,"Bolivia"
"1209","Bolivia","BOL",1972,1346.7969,21,"Bolivia"
"1210","Bolivia","BOL",1973,1500.6469,21,"Bolivia"
"1211","Bolivia","BOL",1974,1647.7268,21,"Bolivia"
"1212","Bolivia","BOL",1975,1410.9167,21,"Bolivia"
"1213","Bolivia","BOL",1976,1466.3005,21,"Bolivia"
"1214","Bolivia","BOL",1977,1666.4609,21,"Bolivia"
"1215","Bolivia","BOL",1978,1615.1648,21,"Bolivia"
"1216","Bolivia","BOL",1979,1475.4342,21,"Bolivia"
"1217","Bolivia","BOL",1980,1644.9147,21,"Bolivia"
"1218","Bolivia","BOL",1981,1776.6676,21,"Bolivia"
"1219","Bolivia","BOL",1982,1699.9587,21,"Bolivia"
"1220","Bolivia","BOL",1983,1512.0024,21,"Bolivia"
"1221","Bolivia","BOL",1984,1627.2355,21,"Bolivia"
"1222","Bolivia","BOL",1985,1607.3397,21,"Bolivia"
"1223","Bolivia","BOL",1986,1516.1567,21,"Bolivia"
"1224","Bolivia","BOL",1987,1526.9241,21,"Bolivia"
"1225","Bolivia","BOL",1988,1575.0383,21,"Bolivia"
"1226","Bolivia","BOL",1989,1628.2104,21,"Bolivia"
"1227","Bolivia","BOL",1990,1594.9893,21,"Bolivia"
"1228","Bolivia","BOL",1991,1614.3234,21,"Bolivia"
"1229","Bolivia","BOL",1992,1684.5979,21,"Bolivia"
"1230","Bolivia","BOL",1993,1491.0593,21,"Bolivia"
"1231","Bolivia","BOL",1994,1530.9955,21,"Bolivia"
"1232","Bolivia","BOL",1995,1496.4099,21,"Bolivia"
"1233","Bolivia","BOL",1996,1459.7953,21,"Bolivia"
"1234","Bolivia","BOL",1997,1515.0443,21,"Bolivia"
"1235","Bolivia","BOL",1998,1504.1129,21,"Bolivia"
"1236","Bolivia","BOL",1999,1373.0908,21,"Bolivia"
"1237","Bolivia","BOL",2000,1411.9388,21,"Bolivia"
"1238","Bolivia","BOL",2001,1475.0072,21,"Bolivia"
"1239","Bolivia","BOL",2002,1310.5991,21,"Bolivia"
"1240","Bolivia","BOL",2003,1358.7339,21,"Bolivia"
"1241","Bolivia","BOL",2004,1458.1257,21,"Bolivia"
"1242","Bolivia","BOL",2005,1457.6428,21,"Bolivia"
"1243","Bolivia","BOL",2006,1540.5593,21,"Bolivia"
"1244","Bolivia","BOL",2007,1525.9907,21,"Bolivia"
"1245","Bolivia","BOL",2008,1539.9182,21,"Bolivia"
"1246","Bolivia","BOL",2009,1550.9081,21,"Bolivia"
"1247","Bolivia","BOL",2010,1279.7405,21,"Bolivia"
"1248","Bolivia","BOL",2011,1491.4163,21,"Bolivia"
"1249","Bolivia","BOL",2012,1602.1447,21,"Bolivia"
"1250","Bolivia","BOL",2013,1506.6787,21,"Bolivia"
"1251","Bolivia","BOL",2014,1641.2611,21,"Bolivia"
"1252","Bolivia","BOL",2015,1524.3455,21,"Bolivia"
"1253","Bolivia","BOL",2016,1414.2876,21,"Bolivia"
"1254","Bolivia","BOL",2017,1552.8204,21,"Bolivia"
"1255","Bolivia","BOL",2018,1627.9467,21,"Bolivia"
"1256","Bolivia","BOL",2019,1462.4097,21,"Bolivia"
"1257","Bolivia","BOL",2020,1241.3163,21,"Bolivia"
"1258","Bolivia","BOL",2021,1476.1405,21,"Bolivia"
"1259","Bolivia","BOL",2022,1185.104,21,"Bolivia"
"1260","Bolivia","BOL",2023,1227.2073,21,"Bolivia"
"1261","Bosnia and Herzegovina","BIH",1940,1246.9668,18,"Bosnia and Herzegovina"
"1262","Bosnia and Herzegovina","BIH",1941,1231.1968,18,"Bosnia and Herzegovina"
"1263","Bosnia and Herzegovina","BIH",1942,1026.5283,18,"Bosnia and Herzegovina"
"1264","Bosnia and Herzegovina","BIH",1943,937.1344,18,"Bosnia and Herzegovina"
"1265","Bosnia and Herzegovina","BIH",1944,1306.7272,18,"Bosnia and Herzegovina"
"1266","Bosnia and Herzegovina","BIH",1945,962.93726,18,"Bosnia and Herzegovina"
"1267","Bosnia and Herzegovina","BIH",1946,869.263,18,"Bosnia and Herzegovina"
"1268","Bosnia and Herzegovina","BIH",1947,995.31586,18,"Bosnia and Herzegovina"
"1269","Bosnia and Herzegovina","BIH",1948,1070.5984,18,"Bosnia and Herzegovina"
"1270","Bosnia and Herzegovina","BIH",1949,1003.86237,18,"Bosnia and Herzegovina"
"1271","Bosnia and Herzegovina","BIH",1950,1000.0773,18,"Bosnia and Herzegovina"
"1272","Bosnia and Herzegovina","BIH",1951,1084.5784,18,"Bosnia and Herzegovina"
"1273","Bosnia and Herzegovina","BIH",1952,1272.1946,18,"Bosnia and Herzegovina"
"1274","Bosnia and Herzegovina","BIH",1953,931.55566,18,"Bosnia and Herzegovina"
"1275","Bosnia and Herzegovina","BIH",1954,1219.7871,18,"Bosnia and Herzegovina"
"1276","Bosnia and Herzegovina","BIH",1955,1434.7786,18,"Bosnia and Herzegovina"
"1277","Bosnia and Herzegovina","BIH",1956,1076.8958,18,"Bosnia and Herzegovina"
"1278","Bosnia and Herzegovina","BIH",1957,1088.6198,18,"Bosnia and Herzegovina"
"1279","Bosnia and Herzegovina","BIH",1958,1095.8612,18,"Bosnia and Herzegovina"
"1280","Bosnia and Herzegovina","BIH",1959,1297.7914,18,"Bosnia and Herzegovina"
"1281","Bosnia and Herzegovina","BIH",1960,1331.9978,18,"Bosnia and Herzegovina"
"1282","Bosnia and Herzegovina","BIH",1961,1074.3652,18,"Bosnia and Herzegovina"
"1283","Bosnia and Herzegovina","BIH",1962,1237.9519,18,"Bosnia and Herzegovina"
"1284","Bosnia and Herzegovina","BIH",1963,1290.2891,18,"Bosnia and Herzegovina"
"1285","Bosnia and Herzegovina","BIH",1964,1366.3491,18,"Bosnia and Herzegovina"
"1286","Bosnia and Herzegovina","BIH",1965,1231.4868,18,"Bosnia and Herzegovina"
"1287","Bosnia and Herzegovina","BIH",1966,1338.0549,18,"Bosnia and Herzegovina"
"1288","Bosnia and Herzegovina","BIH",1967,1207.047,18,"Bosnia and Herzegovina"
"1289","Bosnia and Herzegovina","BIH",1968,1322.7483,18,"Bosnia and Herzegovina"
"1290","Bosnia and Herzegovina","BIH",1969,1474.5034,18,"Bosnia and Herzegovina"
"1291","Bosnia and Herzegovina","BIH",1970,1337.6923,18,"Bosnia and Herzegovina"
"1292","Bosnia and Herzegovina","BIH",1971,1150.1777,18,"Bosnia and Herzegovina"
"1293","Bosnia and Herzegovina","BIH",1972,1412.8185,18,"Bosnia and Herzegovina"
"1294","Bosnia and Herzegovina","BIH",1973,1152.2848,18,"Bosnia and Herzegovina"
"1295","Bosnia and Herzegovina","BIH",1974,1321.1062,18,"Bosnia and Herzegovina"
"1296","Bosnia and Herzegovina","BIH",1975,1173.8723,18,"Bosnia and Herzegovina"
"1297","Bosnia and Herzegovina","BIH",1976,1309.2716,18,"Bosnia and Herzegovina"
"1298","Bosnia and Herzegovina","BIH",1977,1252.6027,18,"Bosnia and Herzegovina"
"1299","Bosnia and Herzegovina","BIH",1978,1306.9381,18,"Bosnia and Herzegovina"
"1300","Bosnia and Herzegovina","BIH",1979,1254.4998,18,"Bosnia and Herzegovina"
"1301","Bosnia and Herzegovina","BIH",1980,1310.0889,18,"Bosnia and Herzegovina"
"1302","Bosnia and Herzegovina","BIH",1981,1336.931,18,"Bosnia and Herzegovina"
"1303","Bosnia and Herzegovina","BIH",1982,1037.4285,18,"Bosnia and Herzegovina"
"1304","Bosnia and Herzegovina","BIH",1983,999.6993,18,"Bosnia and Herzegovina"
"1305","Bosnia and Herzegovina","BIH",1984,1275.0046,18,"Bosnia and Herzegovina"
"1306","Bosnia and Herzegovina","BIH",1985,1147.5328,18,"Bosnia and Herzegovina"
"1307","Bosnia and Herzegovina","BIH",1986,1180.956,18,"Bosnia and Herzegovina"
"1308","Bosnia and Herzegovina","BIH",1987,1197.1777,18,"Bosnia and Herzegovina"
"1309","Bosnia and Herzegovina","BIH",1988,1094.2128,18,"Bosnia and Herzegovina"
"1310","Bosnia and Herzegovina","BIH",1989,1117.9247,18,"Bosnia and Herzegovina"
"1311","Bosnia and Herzegovina","BIH",1990,997.4501,18,"Bosnia and Herzegovina"
"1312","Bosnia and Herzegovina","BIH",1991,1277.8737,18,"Bosnia and Herzegovina"
"1313","Bosnia and Herzegovina","BIH",1992,1030.1472,18,"Bosnia and Herzegovina"
"1314","Bosnia and Herzegovina","BIH",1993,1093.8665,18,"Bosnia and Herzegovina"
"1315","Bosnia and Herzegovina","BIH",1994,1008.84784,18,"Bosnia and Herzegovina"
"1316","Bosnia and Herzegovina","BIH",1995,1405.217,18,"Bosnia and Herzegovina"
"1317","Bosnia and Herzegovina","BIH",1996,1350.3717,18,"Bosnia and Herzegovina"
"1318","Bosnia and Herzegovina","BIH",1997,1128.6971,18,"Bosnia and Herzegovina"
"1319","Bosnia and Herzegovina","BIH",1998,1135.1666,18,"Bosnia and Herzegovina"
"1320","Bosnia and Herzegovina","BIH",1999,1395.9077,18,"Bosnia and Herzegovina"
"1321","Bosnia and Herzegovina","BIH",2000,980.71106,18,"Bosnia and Herzegovina"
"1322","Bosnia and Herzegovina","BIH",2001,1421.3765,18,"Bosnia and Herzegovina"
"1323","Bosnia and Herzegovina","BIH",2002,1351.453,18,"Bosnia and Herzegovina"
"1324","Bosnia and Herzegovina","BIH",2003,1015.271,18,"Bosnia and Herzegovina"
"1325","Bosnia and Herzegovina","BIH",2004,1420.6741,18,"Bosnia and Herzegovina"
"1326","Bosnia and Herzegovina","BIH",2005,1386.169,18,"Bosnia and Herzegovina"
"1327","Bosnia and Herzegovina","BIH",2006,1145.6663,18,"Bosnia and Herzegovina"
"1328","Bosnia and Herzegovina","BIH",2007,1224.2811,18,"Bosnia and Herzegovina"
"1329","Bosnia and Herzegovina","BIH",2008,1217.5458,18,"Bosnia and Herzegovina"
"1330","Bosnia and Herzegovina","BIH",2009,1360.9325,18,"Bosnia and Herzegovina"
"1331","Bosnia and Herzegovina","BIH",2010,1596.2134,18,"Bosnia and Herzegovina"
"1332","Bosnia and Herzegovina","BIH",2011,806.4746,18,"Bosnia and Herzegovina"
"1333","Bosnia and Herzegovina","BIH",2012,1097.0332,18,"Bosnia and Herzegovina"
"1334","Bosnia and Herzegovina","BIH",2013,1283.6552,18,"Bosnia and Herzegovina"
"1335","Bosnia and Herzegovina","BIH",2014,1563.9796,18,"Bosnia and Herzegovina"
"1336","Bosnia and Herzegovina","BIH",2015,1106.6097,18,"Bosnia and Herzegovina"
"1337","Bosnia and Herzegovina","BIH",2016,1291.1226,18,"Bosnia and Herzegovina"
"1338","Bosnia and Herzegovina","BIH",2017,1199.5111,18,"Bosnia and Herzegovina"
"1339","Bosnia and Herzegovina","BIH",2018,1322.538,18,"Bosnia and Herzegovina"
"1340","Bosnia and Herzegovina","BIH",2019,1278.3286,18,"Bosnia and Herzegovina"
"1341","Bosnia and Herzegovina","BIH",2020,1099.0121,18,"Bosnia and Herzegovina"
"1342","Bosnia and Herzegovina","BIH",2021,1266.5728,18,"Bosnia and Herzegovina"
"1343","Bosnia and Herzegovina","BIH",2022,1049.0721,18,"Bosnia and Herzegovina"
"1344","Bosnia and Herzegovina","BIH",2023,1342.9058,18,"Bosnia and Herzegovina"
"1345","Botswana","BWA",1940,404.67224,23,"Botswana"
"1346","Botswana","BWA",1941,383.40106,23,"Botswana"
"1347","Botswana","BWA",1942,506.21173,23,"Botswana"
"1348","Botswana","BWA",1943,500.12097,23,"Botswana"
"1349","Botswana","BWA",1944,511.95218,23,"Botswana"
"1350","Botswana","BWA",1945,435.7917,23,"Botswana"
"1351","Botswana","BWA",1946,380.75345,23,"Botswana"
"1352","Botswana","BWA",1947,486.84036,23,"Botswana"
"1353","Botswana","BWA",1948,578.7143,23,"Botswana"
"1354","Botswana","BWA",1949,246.38307,23,"Botswana"
"1355","Botswana","BWA",1950,577.90955,23,"Botswana"
"1356","Botswana","BWA",1951,548.61847,23,"Botswana"
"1357","Botswana","BWA",1952,476.55188,23,"Botswana"
"1358","Botswana","BWA",1953,577.7669,23,"Botswana"
"1359","Botswana","BWA",1954,140.15224,23,"Botswana"
"1360","Botswana","BWA",1955,646.8121,23,"Botswana"
"1361","Botswana","BWA",1956,319.3308,23,"Botswana"
"1362","Botswana","BWA",1957,610.7295,23,"Botswana"
"1363","Botswana","BWA",1958,718.7964,23,"Botswana"
"1364","Botswana","BWA",1959,303.02338,23,"Botswana"
"1365","Botswana","BWA",1960,392.0579,23,"Botswana"
"1366","Botswana","BWA",1961,505.70914,23,"Botswana"
"1367","Botswana","BWA",1962,571.28107,23,"Botswana"
"1368","Botswana","BWA",1963,479.3377,23,"Botswana"
"1369","Botswana","BWA",1964,316.74228,23,"Botswana"
"1370","Botswana","BWA",1965,209.62396,23,"Botswana"
"1371","Botswana","BWA",1966,552.4166,23,"Botswana"
"1372","Botswana","BWA",1967,536.1858,23,"Botswana"
"1373","Botswana","BWA",1968,400.08316,23,"Botswana"
"1374","Botswana","BWA",1969,460.53238,23,"Botswana"
"1375","Botswana","BWA",1970,383.45538,23,"Botswana"
"1376","Botswana","BWA",1971,405.46655,23,"Botswana"
"1377","Botswana","BWA",1972,484.04562,23,"Botswana"
"1378","Botswana","BWA",1973,435.6092,23,"Botswana"
"1379","Botswana","BWA",1974,579.33405,23,"Botswana"
"1380","Botswana","BWA",1975,453.47067,23,"Botswana"
"1381","Botswana","BWA",1976,492.39633,23,"Botswana"
"1382","Botswana","BWA",1977,589.407,23,"Botswana"
"1383","Botswana","BWA",1978,524.52954,23,"Botswana"
"1384","Botswana","BWA",1979,357.63586,23,"Botswana"
"1385","Botswana","BWA",1980,371.90826,23,"Botswana"
"1386","Botswana","BWA",1981,500.50916,23,"Botswana"
"1387","Botswana","BWA",1982,430.8852,23,"Botswana"
"1388","Botswana","BWA",1983,408.08093,23,"Botswana"
"1389","Botswana","BWA",1984,313.86124,23,"Botswana"
"1390","Botswana","BWA",1985,386.505,23,"Botswana"
"1391","Botswana","BWA",1986,441.81702,23,"Botswana"
"1392","Botswana","BWA",1987,356.13974,23,"Botswana"
"1393","Botswana","BWA",1988,570.7326,23,"Botswana"
"1394","Botswana","BWA",1989,478.4561,23,"Botswana"
"1395","Botswana","BWA",1990,387.58575,23,"Botswana"
"1396","Botswana","BWA",1991,545.19855,23,"Botswana"
"1397","Botswana","BWA",1992,256.63144,23,"Botswana"
"1398","Botswana","BWA",1993,460.23483,23,"Botswana"
"1399","Botswana","BWA",1994,357.9019,23,"Botswana"
"1400","Botswana","BWA",1995,417.52054,23,"Botswana"
"1401","Botswana","BWA",1996,493.05762,23,"Botswana"
"1402","Botswana","BWA",1997,481.29324,23,"Botswana"
"1403","Botswana","BWA",1998,416.94476,23,"Botswana"
"1404","Botswana","BWA",1999,405.23724,23,"Botswana"
"1405","Botswana","BWA",2000,687.06995,23,"Botswana"
"1406","Botswana","BWA",2001,563.7447,23,"Botswana"
"1407","Botswana","BWA",2002,290.6851,23,"Botswana"
"1408","Botswana","BWA",2003,302.36624,23,"Botswana"
"1409","Botswana","BWA",2004,466.9227,23,"Botswana"
"1410","Botswana","BWA",2005,396.9124,23,"Botswana"
"1411","Botswana","BWA",2006,624.5793,23,"Botswana"
"1412","Botswana","BWA",2007,294.4869,23,"Botswana"
"1413","Botswana","BWA",2008,440.0393,23,"Botswana"
"1414","Botswana","BWA",2009,512.2218,23,"Botswana"
"1415","Botswana","BWA",2010,525.04095,23,"Botswana"
"1416","Botswana","BWA",2011,531.14386,23,"Botswana"
"1417","Botswana","BWA",2012,376.66745,23,"Botswana"
"1418","Botswana","BWA",2013,394.90277,23,"Botswana"
"1419","Botswana","BWA",2014,609.37726,23,"Botswana"
"1420","Botswana","BWA",2015,263.51184,23,"Botswana"
"1421","Botswana","BWA",2016,420.9255,23,"Botswana"
"1422","Botswana","BWA",2017,630.75745,23,"Botswana"
"1423","Botswana","BWA",2018,395.24124,23,"Botswana"
"1424","Botswana","BWA",2019,311.39807,23,"Botswana"
"1425","Botswana","BWA",2020,499.25787,23,"Botswana"
"1426","Botswana","BWA",2021,612.2657,23,"Botswana"
"1427","Botswana","BWA",2022,467.66168,23,"Botswana"
"1428","Botswana","BWA",2023,328.92026,23,"Botswana"
"1429","Brazil","BRA",1940,1672.0457,22,"Brazil"
"1430","Brazil","BRA",1941,1638.2639,22,"Brazil"
"1431","Brazil","BRA",1942,1477.8778,22,"Brazil"
"1432","Brazil","BRA",1943,1897.1858,22,"Brazil"
"1433","Brazil","BRA",1944,1811.5557,22,"Brazil"
"1434","Brazil","BRA",1945,1864.7277,22,"Brazil"
"1435","Brazil","BRA",1946,1675.0775,22,"Brazil"
"1436","Brazil","BRA",1947,1950.0027,22,"Brazil"
"1437","Brazil","BRA",1948,1512.2551,22,"Brazil"
"1438","Brazil","BRA",1949,1667.2842,22,"Brazil"
"1439","Brazil","BRA",1950,1715.5695,22,"Brazil"
"1440","Brazil","BRA",1951,1563.5022,22,"Brazil"
"1441","Brazil","BRA",1952,1806.8433,22,"Brazil"
"1442","Brazil","BRA",1953,1788.4772,22,"Brazil"
"1443","Brazil","BRA",1954,1632.1628,22,"Brazil"
"1444","Brazil","BRA",1955,1657.1237,22,"Brazil"
"1445","Brazil","BRA",1956,1827.758,22,"Brazil"
"1446","Brazil","BRA",1957,1678.5723,22,"Brazil"
"1447","Brazil","BRA",1958,1584.5521,22,"Brazil"
"1448","Brazil","BRA",1959,1709.3805,22,"Brazil"
"1449","Brazil","BRA",1960,1818.9026,22,"Brazil"
"1450","Brazil","BRA",1961,1449.379,22,"Brazil"
"1451","Brazil","BRA",1962,1734.9023,22,"Brazil"
"1452","Brazil","BRA",1963,1500.2618,22,"Brazil"
"1453","Brazil","BRA",1964,1790.645,22,"Brazil"
"1454","Brazil","BRA",1965,1866.2903,22,"Brazil"
"1455","Brazil","BRA",1966,1845.1732,22,"Brazil"
"1456","Brazil","BRA",1967,1666.9406,22,"Brazil"
"1457","Brazil","BRA",1968,1645.1698,22,"Brazil"
"1458","Brazil","BRA",1969,1436.8447,22,"Brazil"
"1459","Brazil","BRA",1970,1723.81,22,"Brazil"
"1460","Brazil","BRA",1971,1890.6309,22,"Brazil"
"1461","Brazil","BRA",1972,1814.0579,22,"Brazil"
"1462","Brazil","BRA",1973,1924.248,22,"Brazil"
"1463","Brazil","BRA",1974,1960.239,22,"Brazil"
"1464","Brazil","BRA",1975,1802.7263,22,"Brazil"
"1465","Brazil","BRA",1976,1868.9379,22,"Brazil"
"1466","Brazil","BRA",1977,1930.3154,22,"Brazil"
"1467","Brazil","BRA",1978,1896.1122,22,"Brazil"
"1468","Brazil","BRA",1979,1860.8085,22,"Brazil"
"1469","Brazil","BRA",1980,1810.6476,22,"Brazil"
"1470","Brazil","BRA",1981,1715.6931,22,"Brazil"
"1471","Brazil","BRA",1982,1797.605,22,"Brazil"
"1472","Brazil","BRA",1983,1821.3401,22,"Brazil"
"1473","Brazil","BRA",1984,1894.9503,22,"Brazil"
"1474","Brazil","BRA",1985,2026.6416,22,"Brazil"
"1475","Brazil","BRA",1986,1900.1877,22,"Brazil"
"1476","Brazil","BRA",1987,1739.2122,22,"Brazil"
"1477","Brazil","BRA",1988,1904.0798,22,"Brazil"
"1478","Brazil","BRA",1989,2048.351,22,"Brazil"
"1479","Brazil","BRA",1990,1709.1653,22,"Brazil"
"1480","Brazil","BRA",1991,1791.47,22,"Brazil"
"1481","Brazil","BRA",1992,1820.6333,22,"Brazil"
"1482","Brazil","BRA",1993,1774.4241,22,"Brazil"
"1483","Brazil","BRA",1994,1874.5704,22,"Brazil"
"1484","Brazil","BRA",1995,1849.3021,22,"Brazil"
"1485","Brazil","BRA",1996,1900.1311,22,"Brazil"
"1486","Brazil","BRA",1997,1792.1486,22,"Brazil"
"1487","Brazil","BRA",1998,1724.375,22,"Brazil"
"1488","Brazil","BRA",1999,1868.744,22,"Brazil"
"1489","Brazil","BRA",2000,1918.2529,22,"Brazil"
"1490","Brazil","BRA",2001,1763.4281,22,"Brazil"
"1491","Brazil","BRA",2002,1713.9707,22,"Brazil"
"1492","Brazil","BRA",2003,1708.2885,22,"Brazil"
"1493","Brazil","BRA",2004,1805.6158,22,"Brazil"
"1494","Brazil","BRA",2005,1774.7332,22,"Brazil"
"1495","Brazil","BRA",2006,1810.0073,22,"Brazil"
"1496","Brazil","BRA",2007,1674.5981,22,"Brazil"
"1497","Brazil","BRA",2008,1896.5753,22,"Brazil"
"1498","Brazil","BRA",2009,1963.3665,22,"Brazil"
"1499","Brazil","BRA",2010,1684.8529,22,"Brazil"
"1500","Brazil","BRA",2011,1905.6708,22,"Brazil"
"1501","Brazil","BRA",2012,1639.0797,22,"Brazil"
"1502","Brazil","BRA",2013,1873.0792,22,"Brazil"
